,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,7010 · Legal & Professional Fees,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,7010 Legal & Professional Fees,Check,,07/01/2019,,,,Carta Eshare,,Online platform for share management,,,,,,1010 · Chase 9063 -720,,"3,000.00",,,,"3,000.00"
,,,,,,,7010 Legal & Professional Fees,Credit Card Charge,,07/26/2019,,,,FIsh & Tsang LLP,,,,,,,,1430 · Chase CC 1410,,850.00,,,,"3,850.00"
,,,,,,,7010 Legal & Professional Fees,Credit Card Charge,,08/13/2019,,,,BT Law Trade,,,,,,,,1430 · Chase CC 1410,,302.50,,,,"4,152.50"
,,,,,,,7010 Legal & Professional Fees,Credit Card Charge,,08/18/2019,,,,Braverman PLLC,,,,,,,,1430 · Chase CC 1410,,"2,058.30",,,,"6,210.80"
,,,,,,,7010 Legal & Professional Fees,Check,,04/20/2020,,,,John Donner,,,,,,,,1010 · Chase 9063 -720,,"1,675.00",,,,"7,885.80"
,,,,,,,7010 Legal & Professional Fees,Check,,05/05/2020,,,,John Donner,,John Donner (_########9113),,,,,,1010 · Chase 9063 -720,,"2,500.00",,,,"10,385.80"
,,,,,,,7010 Legal & Professional Fees,Check,,05/29/2020,,,,John Donner,,John Donner (_########9113),,,,,,1010 · Chase 9063 -720,,"2,500.00",,,,"12,885.80"
,,,,,,,7010 Legal & Professional Fees,Check,,06/30/2020,,,,John Donner,,John Donner (_########9113),,,,,,1010 · Chase 9063 -720,,"2,500.00",,,,"15,385.80"
,,,,,,,7010 Legal & Professional Fees,Check,,07/30/2020,,,,John Donner,,John Donner (_########9113),,,,,,1010 · Chase 9063 -720,,"2,500.00",,,,"17,885.80"
,,,,,,,7010 Legal & Professional Fees,Check,,08/31/2020,,,,John Donner,,John Donner (_########9113),,,,,,1010 · Chase 9063 -720,,"1,000.00",,,,"18,885.80"
,,,,,,,7010 Legal & Professional Fees,Check,,09/30/2020,,,,John Donner,,John Donner (_########9113),,,,,,1010 · Chase 9063 -720,,"1,000.00",,,,"19,885.80"
,,,,Total 7010 · Legal & Professional Fees,,,,,,,,,,,,,,,,,,,,"19,885.80",,0.00,,"19,885.80"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
