,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,7410 · Shop Supplies,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,7410 Shop Supplies,General Journal,,03/19/2019,,010119-5sc,,,,home depot,,,,,,2500 · N/P-  Joshua Smith,,73.00,,,,73.00
,,,,,,,7410 Shop Supplies,General Journal,,03/19/2019,,010119-6sc,,,,home depot,,,,,,2500 · N/P-  Joshua Smith,,81.59,,,,154.59
,,,,,,,7410 Shop Supplies,Credit Card Charge,,05/03/2019,,,,PAYPAL,,,,,,,,1420 · Capital One,,18.95,,,,173.54
,,,,,,,7410 Shop Supplies,Check,,06/13/2019,,,,Mississippi Welders,,Memo:31 MN        06/12,,,,,,1010 · Chase 9063 -720,,55.98,,,,229.52
,,,,,,,7410 Shop Supplies,Check,,07/02/2019,,,,HOME DEPOT,,,,,,,,1010 · Chase 9063 -720,,103.69,,,,333.21
,,,,,,,7410 Shop Supplies,Check,,09/23/2019,,,,amazon,,ll WA        09/23,,,,,,1010 · Chase 9063 -720,,31.98,,,,365.19
,,,,,,,7410 Shop Supplies,Check,,10/04/2019,,,,amazon,,ll WA        10/04,,,,,,1010 · Chase 9063 -720,,37.05,,,,402.24
,,,,,,,7410 Shop Supplies,Check,,10/04/2019,,,,HOME DEPOT,,553648  10/04,,,,,,1010 · Chase 9063 -720,,89.56,,,,491.80
,,,,,,,7410 Shop Supplies,Credit Card Charge,,10/06/2019,,,,Dollar Tree,,,,,,,,1430 · Chase CC 1410,,25.98,,,,517.78
,,,,,,,7410 Shop Supplies,Check,,10/07/2019,,,,HOME DEPOT,,423703  10/05,,,,,,1010 · Chase 9063 -720,,63.53,,,,581.31
,,,,,,,7410 Shop Supplies,Check,,10/07/2019,,,,HOME DEPOT,,844675  10/05,,,,,,1010 · Chase 9063 -720,,45.33,,,,626.64
,,,,,,,7410 Shop Supplies,General Journal,,10/10/2019,,010119-9sc,,,,Home Depot,,,,,,2500 · N/P-  Joshua Smith,,16.23,,,,642.87
,,,,,,,7410 Shop Supplies,Check,,10/15/2019,,1331,,Nate Ireland Can Fab,,,,,,,,1010 · Chase 9063 -720,,58.42,,,,701.29
,,,,,,,7410 Shop Supplies,Credit Card Charge,,10/18/2019,,,,LOWES'S,,,,,,,,1430 · Chase CC 1410,,23.23,,,,724.52
,,,,,,,7410 Shop Supplies,Credit Card Charge,,12/22/2019,,,,LOWES'S,,,,,,,,1430 · Chase CC 1410,,16.19,,,,740.71
,,,,,,,7410 Shop Supplies,Check,,12/23/2019,,,,PAYPAL,,,,,,,,1010 · Chase 9063 -720,,11.00,,,,751.71
,,,,,,,7410 Shop Supplies,General Journal,,08/14/2020,,010119-22sc,,,,Home Depot - Josh Personl Card,,,,,,2500 · N/P-  Joshua Smith,,51.87,,,,803.58
,,,,Total 7410 · Shop Supplies,,,,,,,,,,,,,,,,,,,,803.58,,0.00,,803.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
