,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,7150 · Meals 50%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,7150 Meals 50%,Check,,01/10/2019,,,,Greatful Gardens,,,,,,,,1200 · Checking BOA 6959 MG,,178.64,,,,178.64
,,,,,,,7150 Meals 50%,Check,,02/11/2019,,,,Laughing Planet,,,,,,,,1000 · Checking BOA 2589,,14.01,,,,192.65
,,,,,,,7150 Meals 50%,Check,,02/11/2019,,,,4th St Bistro,,,,,,,,1000 · Checking BOA 2589,,181.89,,,,374.54
,,,,,,,7150 Meals 50%,Check,,04/24/2019,,,,india Kabab,,04/22,,,,,,1010 · Chase 9063 -720,,32.12,,,,406.66
,,,,,,,7150 Meals 50%,Check,,05/06/2019,,,,WHOLE FOODS,,926312  05/06,,,,,,1010 · Chase 9063 -720,,43.60,,,,450.26
,,,,,,,7150 Meals 50%,Check,,05/07/2019,,,,Greatful Gardens,,05/06,,,,,,1010 · Chase 9063 -720,,47.20,,,,497.46
,,,,,,,7150 Meals 50%,Check,,05/08/2019,,,,Laughing Planet,,05/07,,,,,,1010 · Chase 9063 -720,,34.67,,,,532.13
,,,,,,,7150 Meals 50%,Check,,05/28/2019,,,,Rosies Cafe,,05/26,,,,,,1010 · Chase 9063 -720,,28.85,,,,560.98
,,,,,,,7150 Meals 50%,General Journal,,07/20/2019,,10135,,,,Great Full Gardens - School meeting Kim Cyndi josh,,,,,,2500 · N/P-  Joshua Smith,,35.30,,,,596.28
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/04/2019,,,,Laughing Planet,,,,,,,,1430 · Chase CC 1410,,19.00,,,,615.28
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/04/2019,,,,Laughing Planet,,,,,,,,1430 · Chase CC 1410,,8.93,,,,624.21
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/04/2019,,,,Starbucks,,,,,,,,1430 · Chase CC 1410,,10.39,,,,634.60
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/13/2019,,,,Laughing Planet,,,,,,,,1430 · Chase CC 1410,,51.53,,,,686.13
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/14/2019,,,,Greatful Gardens,,,,,,,,1430 · Chase CC 1410,,64.63,,,,750.76
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/16/2019,,,,7- Eleven,,,,,,,,1430 · Chase CC 1410,,30.01,,,,780.77
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/19/2019,,,,Jersey Mikes,,,,,,,,1430 · Chase CC 1410,,44.57,,,,825.34
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/23/2019,,,,Greatful Gardens,,,,,,,,1430 · Chase CC 1410,,47.95,,,,873.29
,,,,,,,7150 Meals 50%,Credit Card Charge,,08/28/2019,,,,PHILosophy,,,,,,,,1430 · Chase CC 1410,,65.46,,,,938.75
,,,,,,,7150 Meals 50%,Credit Card Charge,,09/15/2019,,,,Walden's Coffee House,,,,,,,,1430 · Chase CC 1410,,39.17,,,,977.92
,,,,,,,7150 Meals 50%,Credit Card Charge,,09/23/2019,,,,Laughing Planet,,,,,,,,1430 · Chase CC 1410,,23.55,,,,"1,001.47"
,,,,,,,7150 Meals 50%,Credit Card Charge,,09/25/2019,,,,Greatful Gardens,,,,,,,,1430 · Chase CC 1410,,41.14,,,,"1,042.61"
,,,,,,,7150 Meals 50%,Credit Card Charge,,09/27/2019,,,,HUB,,,,,,,,1430 · Chase CC 1410,,9.12,,,,"1,051.73"
,,,,,,,7150 Meals 50%,Credit Card Charge,,09/29/2019,,,,Sushi 7,,,,,,,,1430 · Chase CC 1410,,127.02,,,,"1,178.75"
,,,,,,,7150 Meals 50%,Credit Card Charge,,09/29/2019,,,,Starbucks,,,,,,,,1430 · Chase CC 1410,,13.50,,,,"1,192.25"
,,,,,,,7150 Meals 50%,Credit Card Charge,,10/06/2019,,,,Greatful Gardens,,,,,,,,1430 · Chase CC 1410,,57.93,,,,"1,250.18"
,,,,,,,7150 Meals 50%,Credit Card Charge,,10/06/2019,,,,Laughing Planet,,,,,,,,1430 · Chase CC 1410,,13.53,,,,"1,263.71"
,,,,,,,7150 Meals 50%,Credit Card Charge,,10/07/2019,,,,Laughing Planet,,,,,,,,1430 · Chase CC 1410,,3.25,,,,"1,266.96"
,,,,,,,7150 Meals 50%,Credit Card Charge,,10/07/2019,,,,WHOLE FOODS,,,,,,,,1430 · Chase CC 1410,,24.56,,,,"1,291.52"
