,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,6020 · Auto & Truck Expense,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6020 Auto & Truck Expense,General Journal,,01/04/2019,,1,,,,Dynamic Diesel,,,,,,2500 · N/P-  Joshua Smith,,"1,574.74",,,,"1,574.74"
,,,,,,,6020 Auto & Truck Expense,Check,,01/10/2019,,,,Maverik,,,,,,,,1200 · Checking BOA 6959 MG,,30.00,,,,"1,604.74"
,,,,,,,6020 Auto & Truck Expense,Check,,01/14/2019,,,,Sierra Car Wash,,,,,,,,1200 · Checking BOA 6959 MG,,29.95,,,,"1,634.69"
,,,,,,,6020 Auto & Truck Expense,Check,,01/15/2019,,,,Maverik,,,,,,,,1200 · Checking BOA 6959 MG,,32.01,,,,"1,666.70"
,,,,,,,6020 Auto & Truck Expense,Check,,01/17/2019,,,,DMV,,,,,,,,1200 · Checking BOA 6959 MG,,46.00,,,,"1,712.70"
,,,,,,,6020 Auto & Truck Expense,Check,,01/22/2019,,,,Maverik,,,,,,,,1000 · Checking BOA 2589,,68.32,,,,"1,781.02"
,,,,,,,6020 Auto & Truck Expense,Check,,01/30/2019,,,,Maverik,,,,,,,,1000 · Checking BOA 2589,,69.16,,,,"1,850.18"
,,,,,,,6020 Auto & Truck Expense,Check,,02/07/2019,,,,GOLDEN GATE GASSTATION,,,,,,,,1000 · Checking BOA 2589,,47.18,,,,"1,897.36"
,,,,,,,6020 Auto & Truck Expense,Check,,02/12/2019,,,,Sierra Car Wash,,,,,,,,1200 · Checking BOA 6959 MG,,29.95,,,,"1,927.31"
,,,,,,,6020 Auto & Truck Expense,Check,,02/19/2019,,,,CHEVRON,,,,,,,,1000 · Checking BOA 2589,,20.00,,,,"1,947.31"
,,,,,,,6020 Auto & Truck Expense,Check,,02/19/2019,,,,Maverik,,,,,,,,1000 · Checking BOA 2589,,52.72,,,,"2,000.03"
,,,,,,,6020 Auto & Truck Expense,Check,,02/19/2019,,,,7- Eleven,,,,,,,,1200 · Checking BOA 6959 MG,,8.37,,,,"2,008.40"
,,,,,,,6020 Auto & Truck Expense,Check,,02/25/2019,,,,CHEVRON,,,,,,,,1000 · Checking BOA 2589,,58.86,,,,"2,067.26"
,,,,,,,6020 Auto & Truck Expense,Check,,03/05/2019,,,,Maverik,,03/04,,,,,,1010 · Chase 9063 -720,,68.58,,,,"2,135.84"
,,,,,,,6020 Auto & Truck Expense,Check,,03/12/2019,,,,Sierra Car Wash,,,,,,,,1200 · Checking BOA 6959 MG,,29.95,,,,"2,165.79"
,,,,,,,6020 Auto & Truck Expense,Check,,03/13/2019,,,,Maverik,,03/12,,,,,,1010 · Chase 9063 -720,,64.75,,,,"2,230.54"
