,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,6010 · Advertising & Marketing,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6010 Advertising & Marketing,Check,,01/02/2019,,,,FACEBOOK,,,,,,,,1200 · Checking BOA 6959 MG,,60.19,,,,60.19
,,,,,,,6010 Advertising & Marketing,Check,,01/02/2019,,,,FACEBOOK,,,,,,,,1200 · Checking BOA 6959 MG,,25.27,,,,85.46
,,,,,,,6010 Advertising & Marketing,General Journal,,01/11/2019,,4,,,,Home Depot,,,,,,2500 · N/P-  Joshua Smith,,7.21,,,,92.67
,,,,,,,6010 Advertising & Marketing,Check,,01/11/2019,,,,ADOBE,,,,,,,,1200 · Checking BOA 6959 MG,,9.99,,,,102.66
,,,,,,,6010 Advertising & Marketing,Check,,01/14/2019,,,,ADOBE,,,,,,,,1200 · Checking BOA 6959 MG,,52.99,,,,155.65
,,,,,,,6010 Advertising & Marketing,Check,,01/14/2019,,,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,24.34,,,,179.99
,,,,,,,6010 Advertising & Marketing,Check,,01/15/2019,,,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,8.47,,,,188.46
,,,,,,,6010 Advertising & Marketing,Check,,01/15/2019,,,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,42.35,,,,230.81
,,,,,,,6010 Advertising & Marketing,Check,,01/17/2019,,,,MONTROY,,vinyl banner,,,,,,1000 · Checking BOA 2589,,75.14,,,,305.95
,,,,,,,6010 Advertising & Marketing,Check,,01/18/2019,,,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,11.17,,,,317.12
,,,,,,,6010 Advertising & Marketing,Check,,01/18/2019,,,,Wix.Com,,,,,,,,1200 · Checking BOA 6959 MG,,36.00,,,,353.12
,,,,,,,6010 Advertising & Marketing,Deposit,,01/23/2019,,,,MONTROY,,,,,,,,1000 · Checking BOA 2589,,,,75.14,,277.98
,,,,,,,6010 Advertising & Marketing,Check,,01/23/2019,,,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,62.99,,,,340.97
,,,,,,,6010 Advertising & Marketing,Check,,01/28/2019,,,,Wix.Com,,,,,,,,1200 · Checking BOA 6959 MG,,4.95,,,,345.92
,,,,,,,6010 Advertising & Marketing,Check,,02/01/2019,,,,FACEBOOK,,,,,,,,1000 · Checking BOA 2589,,100.73,,,,446.65
,,,,,,,6010 Advertising & Marketing,Check,,02/04/2019,,,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,35.99,,,,482.64
,,,,,,,6010 Advertising & Marketing,Check,,02/12/2019,,,,Wix.Com,,,,,,,,1000 · Checking BOA 2589,,156.00,,,,638.64
,,,,,,,6010 Advertising & Marketing,Check,,02/13/2019,,,,ADOBE,,,,,,,,1200 · Checking BOA 6959 MG,,52.99,,,,691.63
,,,,,,,6010 Advertising & Marketing,Check,,02/13/2019,,,,ADOBE,,,,,,,,1200 · Checking BOA 6959 MG,,9.99,,,,701.62
,,,,,,,6010 Advertising & Marketing,Check,,02/19/2019,,,,Wix.Com,,,,,,,,1200 · Checking BOA 6959 MG,,36.00,,,,737.62
,,,,,,,6010 Advertising & Marketing,Check,,03/01/2019,,,,Wix.Com,,,,,,,,1200 · Checking BOA 6959 MG,,4.95,,,,742.57
,,,,,,,6010 Advertising & Marketing,Check,,03/04/2019,,,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,143.96,,,,886.53
,,,,,,,6010 Advertising & Marketing,Check,,03/05/2019,,,,AUTO Air & Vacuum,,W NY         03/04,,,,,,1010 · Chase 9063 -720,,1.50,,,,888.03
,,,,,,,6010 Advertising & Marketing,Check,,03/08/2019,,,,Lockett Inc,,Reno Home & Garden Show,,,,,,1000 · Checking BOA 2589,,"1,070.00",,,,"1,958.03"
,,,,,,,6010 Advertising & Marketing,Check,,03/11/2019,,,,Wix.Com,,,,,,,,1000 · Checking BOA 2589,,14.50,,,,"1,972.53"
,,,,,,,6010 Advertising & Marketing,Check,,03/11/2019,,,,ADOBE,,,,,,,,1200 · Checking BOA 6959 MG,,9.99,,,,"1,982.52"
,,,,,,,6010 Advertising & Marketing,Check,,03/13/2019,,,,ADOBE,,,,,,,,1200 · Checking BOA 6959 MG,,52.99,,,,"2,035.51"
,,,,,,,6010 Advertising & Marketing,Check,,03/14/2019,,1302,,HOME DEPOT,,green carpet for home show,,,,,,1010 · Chase 9063 -720,,25.30,,,,"2,060.81"
,,,,,,,6010 Advertising & Marketing,Check,,03/21/2019,,,,Wix.Com,,,,,,,,1200 · Checking BOA 6959 MG,,36.00,,,,"2,096.81"
,,,,,,,6010 Advertising & Marketing,Check,,03/25/2019,,,,Lockett Inc,,03/21,,,,,,1010 · Chase 9063 -720,,10.00,,,,"2,106.81"
,,,,,,,6010 Advertising & Marketing,Check,,03/28/2019,,,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,8.47,,,,"2,115.28"
,,,,,,,6010 Advertising & Marketing,Check,,03/29/2019,,,,Wix.Com,,,,,,,,1200 · Checking BOA 6959 MG,,4.95,,,,"2,120.23"
,,,,,,,6010 Advertising & Marketing,Check,,03/29/2019,,,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,12.17,,,,"2,132.40"
,,,,,,,6010 Advertising & Marketing,Check,,04/01/2019,,1284,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,8.47,,,,"2,140.87"
,,,,,,,6010 Advertising & Marketing,Check,,04/01/2019,,1285,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,8.47,,,,"2,149.34"
,,,,,,,6010 Advertising & Marketing,Check,,04/01/2019,,1286,,FACEBOOK,,,,,,,,1200 · Checking BOA 6959 MG,,36.00,,,,"2,185.34"
,,,,,,,6010 Advertising & Marketing,Check,,04/02/2019,,1287,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,8.47,,,,"2,193.81"
,,,,,,,6010 Advertising & Marketing,General Journal,,04/05/2019,,sc,,,,Home Depot - flower/veg for moana gh,,,,,,2500 · N/P-  Joshua Smith,,57.06,,,,"2,250.87"
,,,,,,,6010 Advertising & Marketing,Check,,04/10/2019,,,,Wix.Com,,,,,,,,1000 · Checking BOA 2589,,14.50,,,,"2,265.37"
,,,,,,,6010 Advertising & Marketing,Check,,04/11/2019,,1289,,ADOBE,,,,,,,,1200 · Checking BOA 6959 MG,,9.99,,,,"2,275.36"
,,,,,,,6010 Advertising & Marketing,Check,,04/15/2019,,,,Fiverr.com,,04/12,,,,,,1010 · Chase 9063 -720,,7.00,,,,"2,282.36"
,,,,,,,6010 Advertising & Marketing,Check,,04/15/2019,,1291,,Creative Cloud,,,,,,,,1200 · Checking BOA 6959 MG,,52.99,,,,"2,335.35"
,,,,,,,6010 Advertising & Marketing,Check,,04/18/2019,,1294,,Wix.Com,,,,,,,,1200 · Checking BOA 6959 MG,,36.00,,,,"2,371.35"
,,,,,,,6010 Advertising & Marketing,Check,,04/22/2019,,,,CRAIGSLIST,,04/19,,,,,,1010 · Chase 9063 -720,,3.00,,,,"2,374.35"
,,,,,,,6010 Advertising & Marketing,Check,,04/22/2019,,,,CRAIGSLIST,,04/19,,,,,,1010 · Chase 9063 -720,,50.00,,,,"2,424.35"
,,,,,,,6010 Advertising & Marketing,General Journal,,04/27/2019,,10129,,,,Home Depot - Terra Cotta pots for Moana Demo Gh,,,,,,2500 · N/P-  Joshua Smith,,64.92,,,,"2,489.27"
,,,,,,,6010 Advertising & Marketing,General Journal,,04/28/2019,,,,,,Home Depot - drip system etc for moana gh,,,,,,2500 · N/P-  Joshua Smith,,91.93,,,,"2,581.20"
,,,,,,,6010 Advertising & Marketing,Check,,04/29/2019,,1297,,Wix.Com,,,,,,,,1200 · Checking BOA 6959 MG,,4.95,,,,"2,586.15"
,,,,,,,6010 Advertising & Marketing,Check,,05/06/2019,,,,DIRECT Fairways,,05/03,,,,,,1010 · Chase 9063 -720,,399.00,,,,"2,985.15"
,,,,,,,6010 Advertising & Marketing,Check,,05/07/2019,,,,DIRECT Fairways,,05/06,,,,,,1010 · Chase 9063 -720,,650.00,,,,"3,635.15"
,,,,,,,6010 Advertising & Marketing,Check,,05/08/2019,,,,GO DADDY,,05/07,,,,,,1010 · Chase 9063 -720,,205.36,,,,"3,840.51"
,,,,,,,6010 Advertising & Marketing,Check,,05/10/2019,,,,MOANA NURSERY,,05/10,,,,,,1010 · Chase 9063 -720,,252.26,,,,"4,092.77"
,,,,,,,6010 Advertising & Marketing,Check,,05/13/2019,,1304,,ADOBE,,,,,,,,1200 · Checking BOA 6959 MG,,9.99,,,,"4,102.76"
,,,,,,,6010 Advertising & Marketing,Check,,05/13/2019,,1306,,Creative Cloud,,,,,,,,1200 · Checking BOA 6959 MG,,52.99,,,,"4,155.75"
,,,,,,,6010 Advertising & Marketing,Check,,05/16/2019,,,,Wix.Com,,,,,,,,1000 · Checking BOA 2589,,14.50,,,,"4,170.25"
,,,,,,,6010 Advertising & Marketing,Check,,05/21/2019,,1259,,Nevada State Fair,,,,,,,,1010 · Chase 9063 -720,,780.00,,,,"4,950.25"
,,,,,,,6010 Advertising & Marketing,Check,,05/21/2019,,1309,,Wix.Com,,,,,,,,1200 · Checking BOA 6959 MG,,36.00,,,,"4,986.25"
,,,,,,,6010 Advertising & Marketing,General Journal,,05/21/2019,,10134,,,,CVS - hose & nozzle for Demo GH Moana,,,,,,2500 · N/P-  Joshua Smith,,29.21,,,,"5,015.46"
,,,,,,,6010 Advertising & Marketing,Check,,05/23/2019,,,,truckee home show,,CCD ID: 9215986202,,,,,,1010 · Chase 9063 -720,,495.00,,,,"5,510.46"
,,,,,,,6010 Advertising & Marketing,Check,,05/24/2019,,1311,,GO DADDY,,,,,,,,1200 · Checking BOA 6959 MG,,71.88,,,,"5,582.34"
,,,,,,,6010 Advertising & Marketing,Check,,05/28/2019,,1312,,Wix.Com,,,,,,,,1200 · Checking BOA 6959 MG,,4.95,,,,"5,587.29"
,,,,,,,6010 Advertising & Marketing,Check,,05/28/2019,,,,Nb Productions,,Memo:05/24,,,,,,1010 · Chase 9063 -720,,84.00,,,,"5,671.29"
,,,,,,,6010 Advertising & Marketing,Check,,06/10/2019,,,,Wix.Com,,,,,,,,1000 · Checking BOA 2589,,14.50,,,,"5,685.79"
,,,,,,,6010 Advertising & Marketing,Deposit,,06/11/2019,,,,Carson Home Show,,1,,,,,,1010 · Chase 9063 -720,,,,50.00,,"5,635.79"
,,,,,,,6010 Advertising & Marketing,Check,,06/19/2019,,,,Wix.Com,,06/17,,,,,,1010 · Chase 9063 -720,,36.00,,,,"5,671.79"
,,,,,,,6010 Advertising & Marketing,General Journal,,06/24/2019,,10124,,,,moana nursery,,,,,,2500 · N/P-  Joshua Smith,,21.95,,,,"5,693.74"
,,,,,,,6010 Advertising & Marketing,General Journal,,06/24/2019,,10125,,,,plants / lady bugs for moana Gh,,,,,,2500 · N/P-  Joshua Smith,,26.53,,,,"5,720.27"
,,,,,,,6010 Advertising & Marketing,Check,,06/26/2019,,,,Wix.Com,,06/25,,,,,,1010 · Chase 9063 -720,,4.95,,,,"5,725.22"
,,,,,,,6010 Advertising & Marketing,General Journal,,07/01/2019,,10128,,,,Rail City - plants and punch for Moana nursery gh,,,,,,2500 · N/P-  Joshua Smith,,144.29,,,,"5,869.51"
,,,,,,,6010 Advertising & Marketing,Check,,07/10/2019,,,,ADOBE,,87 CA        07/10,,,,,,1010 · Chase 9063 -720,,52.99,,,,"5,922.50"
,,,,,,,6010 Advertising & Marketing,Check,,07/10/2019,,,,ADOBE,,87 CA        07/10,,,,,,1010 · Chase 9063 -720,,9.99,,,,"5,932.49"
,,,,,,,6010 Advertising & Marketing,Check,,07/10/2019,,,,Precision Installation,,44 CA        07/09,,,,,,1010 · Chase 9063 -720,,103.48,,,,"6,035.97"
,,,,,,,6010 Advertising & Marketing,Check,,07/10/2019,,,,Wix.Com,,,,,,,,1000 · Checking BOA 2589,,14.50,,,,"6,050.47"
,,,,,,,6010 Advertising & Marketing,Check,,07/12/2019,,,,ADOBE,,87 CA        07/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"6,103.46"
,,,,,,,6010 Advertising & Marketing,Check,,07/12/2019,,,,HOME DEPOT,,702603  07/12,,,,,,1010 · Chase 9063 -720,,87.96,,,,"6,191.42"
,,,,,,,6010 Advertising & Marketing,Check,,07/18/2019,,,,Wix.Com,,07/17,,,,,,1010 · Chase 9063 -720,,36.00,,,,"6,227.42"
,,,,,,,6010 Advertising & Marketing,Check,,07/23/2019,,,,Pfalmer Productions,,,,,,,,1200 · Checking BOA 6959 MG,,"1,545.00",,,,"7,772.42"
,,,,,,,6010 Advertising & Marketing,Check,,07/26/2019,,,,Wix.Com,,07/25,,,,,,1010 · Chase 9063 -720,,4.95,,,,"7,777.37"
,,,,,,,6010 Advertising & Marketing,Credit Card Charge,,08/01/2019,,,,"SquareSpace, Inc",,,,,,,,1420 · Capital One,,216.00,,,,"7,993.37"
,,,,,,,6010 Advertising & Marketing,Check,,08/12/2019,,,,ADOBE,,87 CA        08/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"8,046.36"
,,,,,,,6010 Advertising & Marketing,Check,,08/12/2019,,,,ADOBE,,87 CA        08/10,,,,,,1010 · Chase 9063 -720,,9.99,,,,"8,056.35"
,,,,,,,6010 Advertising & Marketing,Credit Card Charge,,08/12/2019,,,,MOANA NURSERY,,,,,,,,1430 · Chase CC 1410,,25.96,,,,"8,082.31"
,,,,,,,6010 Advertising & Marketing,Check,,08/19/2019,,,,Wix.Com,,08/17,,,,,,1010 · Chase 9063 -720,,36.00,,,,"8,118.31"
,,,,,,,6010 Advertising & Marketing,Check,,08/19/2019,,,,Wix.Com,,08/16,,,,,,1010 · Chase 9063 -720,,14.50,,,,"8,132.81"
,,,,,,,6010 Advertising & Marketing,Check,,08/22/2019,,,,CRAIGSLIST,,,,,,,,1010 · Chase 9063 -720,,25.00,,,,"8,157.81"
,,,,,,,6010 Advertising & Marketing,Credit Card Charge,,08/25/2019,,,,MOANA NURSERY,,,,,,,,1430 · Chase CC 1410,,10.82,,,,"8,168.63"
,,,,,,,6010 Advertising & Marketing,Check,,08/28/2019,,,,Wix.Com,,08/25,,,,,,1010 · Chase 9063 -720,,4.95,,,,"8,173.58"
