,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,6160 · Dues & Subscriptions,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6160 Dues & Subscriptions,Check,,01/25/2019,,,,HourStack,,,,,,,,1200 · Checking BOA 6959 MG,,30.00,,,,30.00
,,,,,,,6160 Dues & Subscriptions,Check,,02/25/2019,,,,HourStack,,,,,,,,1200 · Checking BOA 6959 MG,,30.00,,,,60.00
,,,,,,,6160 Dues & Subscriptions,Check,,03/14/2019,,,,ACtive Collab,,,,,,,,1200 · Checking BOA 6959 MG,,49.00,,,,109.00
,,,,,,,6160 Dues & Subscriptions,Check,,04/15/2019,,1293,,ACtive Collab,,,,,,,,1200 · Checking BOA 6959 MG,,49.00,,,,158.00
,,,,,,,6160 Dues & Subscriptions,Check,,05/09/2019,,,,RENO Sparks Chamber of Commerce,,59 NV        05/08,,,,,,1010 · Chase 9063 -720,,399.00,,,,557.00
,,,,,,,6160 Dues & Subscriptions,Check,,05/14/2019,,1308,,ACtive Collab,,,,,,,,1200 · Checking BOA 6959 MG,,49.00,,,,606.00
,,,,,,,6160 Dues & Subscriptions,Check,,07/15/2019,,,,ACtive Collab,,VA           07/13,,,,,,1010 · Chase 9063 -720,,73.50,,,,679.50
,,,,,,,6160 Dues & Subscriptions,Check,,08/14/2019,,,,ACtive Collab,,OL VA        08/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,728.50
,,,,,,,6160 Dues & Subscriptions,Check,,09/16/2019,,,,ACtive Collab,,OL VA        09/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,777.50
,,,,,,,6160 Dues & Subscriptions,Check,,09/27/2019,,,,GO DADDY,,09/26,,,,,,1010 · Chase 9063 -720,,18.46,,,,795.96
,,,,,,,6160 Dues & Subscriptions,Check,,10/04/2019,,,,GO DADDY,,10/03,,,,,,1010 · Chase 9063 -720,,71.98,,,,867.94
,,,,,,,6160 Dues & Subscriptions,Check,,10/07/2019,,,,GO DADDY,,10/04,,,,,,1010 · Chase 9063 -720,,20.64,,,,888.58
,,,,,,,6160 Dues & Subscriptions,Check,,10/15/2019,,,,ACtive Collab,,OL VA        10/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,937.58
,,,,,,,6160 Dues & Subscriptions,Check,,10/15/2019,,,,GO DADDY,,10/11,,,,,,1010 · Chase 9063 -720,,8.47,,,,946.05
,,,,,,,6160 Dues & Subscriptions,Check,,10/15/2019,,,,ADOBE,,7 CA         10/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,999.04
,,,,,,,6160 Dues & Subscriptions,Check,,10/25/2019,,,,amazon,,10/25,,,,,,1010 · Chase 9063 -720,,12.99,,,,"1,012.03"
,,,,,,,6160 Dues & Subscriptions,Check,,11/04/2019,,,,GO DADDY,,11/03,,,,,,1010 · Chase 9063 -720,,42.35,,,,"1,054.38"
,,,,,,,6160 Dues & Subscriptions,Check,,11/07/2019,,,,GO DADDY,,11/06,,,,,,1010 · Chase 9063 -720,,49.75,,,,"1,104.13"
,,,,,,,6160 Dues & Subscriptions,Check,,11/12/2019,,,,ADOBE,,7 CA         12/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"1,157.12"
,,,,,,,6160 Dues & Subscriptions,Check,,11/12/2019,,,,GO DADDY,,11/14,,,,,,1010 · Chase 9063 -720,,20.64,,,,"1,177.76"
,,,,,,,6160 Dues & Subscriptions,Check,,11/12/2019,,,,ADOBE,,7 CA         12/12,,,,,,1010 · Chase 9063 -720,,9.99,,,,"1,187.75"
,,,,,,,6160 Dues & Subscriptions,Check,,11/13/2019,,,,ACtive Collab,,OL VA        11/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"1,236.75"
,,,,,,,6160 Dues & Subscriptions,Check,,11/15/2019,,,,GO DADDY,,11/14,,,,,,1010 · Chase 9063 -720,,28.11,,,,"1,264.86"
,,,,,,,6160 Dues & Subscriptions,Check,,11/15/2019,,,,GO DADDY,,VOID: 11/21,,,,Ö,,1010 · Chase 9063 -720,,0.00,,,,"1,264.86"
,,,,,,,6160 Dues & Subscriptions,Check,,11/21/2019,,,,RENO Sparks Chamber of Commerce,,59 NV        11/20,,,,,,1010 · Chase 9063 -720,,100.00,,,,"1,364.86"
,,,,,,,6160 Dues & Subscriptions,Check,,11/22/2019,,,,GO DADDY,,11/21,,,,,,1010 · Chase 9063 -720,,8.47,,,,"1,373.33"
,,,,,,,6160 Dues & Subscriptions,Check,,11/25/2019,,,,amazon,,11/24,,,,,,1010 · Chase 9063 -720,,12.99,,,,"1,386.32"
,,,,,,,6160 Dues & Subscriptions,Check,,11/29/2019,,,,GO DADDY,,11/27,,,,,,1010 · Chase 9063 -720,,18.46,,,,"1,404.78"
,,,,,,,6160 Dues & Subscriptions,Check,,12/02/2019,,,,GO DADDY,,12/01,,,,,,1010 · Chase 9063 -720,,21.25,,,,"1,426.03"
,,,,,,,6160 Dues & Subscriptions,Check,,12/05/2019,,,,GO DADDY,,12/04,,,,,,1010 · Chase 9063 -720,,16.94,,,,"1,442.97"
,,,,,,,6160 Dues & Subscriptions,Check,,12/06/2019,,,,GO DADDY,,12/05,,,,,,1010 · Chase 9063 -720,,12.17,,,,"1,455.14"
,,,,,,,6160 Dues & Subscriptions,Check,,12/12/2019,,,,ADOBE,,7 CA         12/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"1,508.13"
,,,,,,,6160 Dues & Subscriptions,Check,,12/13/2019,,,,ACtive Collab,,OL VA        12/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"1,557.13"
,,,,,,,6160 Dues & Subscriptions,Check,,12/13/2019,,,,GO DADDY,,12/12,,,,,,1010 · Chase 9063 -720,,12.17,,,,"1,569.30"
,,,,,,,6160 Dues & Subscriptions,Check,,12/16/2019,,,,GO DADDY,,11/21,,,,,,1010 · Chase 9063 -720,,8.47,,,,"1,577.77"
,,,,,,,6160 Dues & Subscriptions,Check,,12/16/2019,,,,GO DADDY,,VOID: 12/13,,,,Ö,,1010 · Chase 9063 -720,,0.00,,,,"1,577.77"
,,,,,,,6160 Dues & Subscriptions,Check,,12/26/2019,,,,amazon,,11/24,,,,,,1010 · Chase 9063 -720,,12.99,,,,"1,590.76"
,,,,,,,6160 Dues & Subscriptions,Check,,01/13/2020,,,,ADOBE,,7 CA         01/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"1,643.75"
,,,,,,,6160 Dues & Subscriptions,Check,,01/13/2020,,,,ACtive Collab,,OL VA        01/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"1,692.75"
,,,,,,,6160 Dues & Subscriptions,Check,,01/14/2020,,,,GO DADDY,,01/13,,,,,,1010 · Chase 9063 -720,,24.34,,,,"1,717.09"
,,,,,,,6160 Dues & Subscriptions,Check,,01/16/2020,,,,GO DADDY,,01/14,,,,,,1010 · Chase 9063 -720,,8.47,,,,"1,725.56"
,,,,,,,6160 Dues & Subscriptions,Check,,01/21/2020,,,,GO DADDY,,01/17,,,,,,1010 · Chase 9063 -720,,11.17,,,,"1,736.73"
,,,,,,,6160 Dues & Subscriptions,Check,,01/23/2020,,,,GO DADDY,,01/22,,,,,,1010 · Chase 9063 -720,,32.35,,,,"1,769.08"
,,,,,,,6160 Dues & Subscriptions,Check,,01/23/2020,,,,GO DADDY,,01/22,,,,,,1010 · Chase 9063 -720,,62.99,,,,"1,832.07"
,,,,,,,6160 Dues & Subscriptions,Check,,01/27/2020,,,,amazon,,ll WA        01/24,,,,,,1010 · Chase 9063 -720,,12.99,,,,"1,845.06"
,,,,,,,6160 Dues & Subscriptions,Check,,02/05/2020,,,,RENO Sparks Chamber of Commerce,,59 NV        02/04,,,,,,1010 · Chase 9063 -720,,100.00,,,,"1,945.06"
,,,,,,,6160 Dues & Subscriptions,Check,,02/12/2020,,,,ADOBE,,7 CA         02/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"1,998.05"
,,,,,,,6160 Dues & Subscriptions,Check,,02/13/2020,,,,ACtive Collab,,OL VA        02/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"2,047.05"
,,,,,,,6160 Dues & Subscriptions,Check,,02/25/2020,,,,amazon,,ll WA        02/24,,,,,,1010 · Chase 9063 -720,,12.99,,,,"2,060.04"
,,,,,,,6160 Dues & Subscriptions,Check,,03/12/2020,,,,ADOBE,,0 CA         03/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"2,113.03"
,,,,,,,6160 Dues & Subscriptions,Check,,03/13/2020,,,,ACtive Collab,,VA           03/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"2,162.03"
,,,,,,,6160 Dues & Subscriptions,Check,,04/13/2020,,,,ACtive Collab,,OL VA        04/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"2,211.03"
,,,,,,,6160 Dues & Subscriptions,Check,,04/13/2020,,,,ADOBE,,0 CA         04/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"2,264.02"
,,,,,,,6160 Dues & Subscriptions,Check,,04/16/2020,,,,ZOOM,,04/15,,,,,,1010 · Chase 9063 -720,,149.90,,,,"2,413.92"
,,,,,,,6160 Dues & Subscriptions,Check,,05/12/2020,,,,ADOBE,,0 CA         05/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"2,466.91"
,,,,,,,6160 Dues & Subscriptions,Check,,05/13/2020,,,,ACtive Collab,,OL VA        05/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"2,515.91"
,,,,,,,6160 Dues & Subscriptions,Check,,06/12/2020,,,,ADOBE,,0 CA         06/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"2,568.90"
,,,,,,,6160 Dues & Subscriptions,Check,,06/15/2020,,,,GO DADDY,,06/14,,,,,,1010 · Chase 9063 -720,,382.68,,,,"2,951.58"
,,,,,,,6160 Dues & Subscriptions,Check,,06/15/2020,,,,ACtive Collab,,OL VA        06/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"3,000.58"
,,,,,,,6160 Dues & Subscriptions,Check,,07/13/2020,,,,ADOBE,,0 CA         07/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"3,053.57"
,,,,,,,6160 Dues & Subscriptions,Check,,07/13/2020,,,,ACtive Collab,,OL VA        07/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"3,102.57"
,,,,,,,6160 Dues & Subscriptions,Check,,07/15/2020,,,,GO DADDY,,07/14,,,,,,1010 · Chase 9063 -720,,217.49,,,,"3,320.06"
,,,,,,,6160 Dues & Subscriptions,Check,,08/12/2020,,,,ADOBE,,0 CA         08/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"3,373.05"
,,,,,,,6160 Dues & Subscriptions,Check,,08/13/2020,,,,ACtive Collab,,OL VA        08/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"3,422.05"
,,,,,,,6160 Dues & Subscriptions,Check,,09/09/2020,,,,Docusign,,09/08,,,,,,1010 · Chase 9063 -720,,158.36,,,,"3,580.41"
,,,,,,,6160 Dues & Subscriptions,Check,,09/14/2020,,,,ADOBE,,0 CA         09/12,,,,,,1010 · Chase 9063 -720,,52.99,,,,"3,633.40"
,,,,,,,6160 Dues & Subscriptions,Check,,09/14/2020,,,,ACtive Collab,,OL VA        09/13,,,,,,1010 · Chase 9063 -720,,49.00,,,,"3,682.40"
,,,,Total 6160 · Dues & Subscriptions,,,,,,,,,,,,,,,,,,,,"3,682.40",,0.00,,"3,682.40"
