,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,8400 · Utilities,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,8400 Utilities,Check,,01/10/2019,,,,Sierra Electronics,,,,,,,,1200 · Checking BOA 6959 MG,,117.00,,,,117.00
,,,,,,,8400 Utilities,Check,,01/11/2019,,,,NV ENERGY,,,,,,,,1000 · Checking BOA 2589,,96.93,,,,213.93
,,,,,,,8400 Utilities,Check,,01/11/2019,,,,NV ENERGY,,,,,,,,1000 · Checking BOA 2589,,180.79,,,,394.72
,,,,,,,8400 Utilities,Check,,01/17/2019,,,,TMWA,,,,,,,,1200 · Checking BOA 6959 MG,,24.77,,,,419.49
,,,,,,,8400 Utilities,Check,,01/23/2019,,,,CHARTER,,,,,,,,1200 · Checking BOA 6959 MG,,114.97,,,,534.46
,,,,,,,8400 Utilities,Check,,02/06/2019,,,,NV ENERGY,,,,,,,,1000 · Checking BOA 2589,,143.81,,,,678.27
,,,,,,,8400 Utilities,Check,,02/06/2019,,,,NV ENERGY,,,,,,,,1000 · Checking BOA 2589,,208.57,,,,886.84
,,,,,,,8400 Utilities,Check,,02/13/2019,,,,Siera Electronics,,,,,,,,1200 · Checking BOA 6959 MG,,117.00,,,,"1,003.84"
,,,,,,,8400 Utilities,Check,,02/19/2019,,,,WASTE MGMT,,,,,,,,1000 · Checking BOA 2589,,32.45,,,,"1,036.29"
,,,,,,,8400 Utilities,Check,,02/19/2019,,,,TMWA,,,,,,,,1200 · Checking BOA 6959 MG,,24.77,,,,"1,061.06"
,,,,,,,8400 Utilities,Check,,02/25/2019,,,,CHARTER,,,,,,,,1200 · Checking BOA 6959 MG,,114.97,,,,"1,176.03"
,,,,,,,8400 Utilities,Check,,03/08/2019,,,,NV ENERGY,,,,,,,,1000 · Checking BOA 2589,,146.46,,,,"1,322.49"
,,,,,,,8400 Utilities,Check,,03/08/2019,,,,NV ENERGY,,,,,,,,1000 · Checking BOA 2589,,178.60,,,,"1,501.09"
,,,,,,,8400 Utilities,Check,,03/08/2019,,,,Siera Electronics,,,,,,,,1200 · Checking BOA 6959 MG,,117.00,,,,"1,618.09"
,,,,,,,8400 Utilities,Check,,03/19/2019,,,,TMWA,,,,,,,,1200 · Checking BOA 6959 MG,,24.77,,,,"1,642.86"
,,,,,,,8400 Utilities,Check,,03/25/2019,,,,CHARTER,,,,,,,,1200 · Checking BOA 6959 MG,,114.97,,,,"1,757.83"
,,,,,,,8400 Utilities,Check,,03/25/2019,,1189,,Joe Panicaro,,,,,,,,1200 · Checking BOA 6959 MG,,142.11,,,,"1,899.94"
,,,,,,,8400 Utilities,Check,,03/27/2019,,,,WASTE MGMT,,,,,,,,1000 · Checking BOA 2589,,32.45,,,,"1,932.39"
,,,,,,,8400 Utilities,Check,,04/09/2019,,,,NV ENERGY,,2588 253723 CCD ID: 3880044418,,,,,,1010 · Chase 9063 -720,,169.07,,,,"2,101.46"
