,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,7000 · Insurance,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6600 Health Insurance,Check,,01/10/2019,,,,IPFS Corporation,,,,,,,,1200 · Checking BOA 6959 MG,,273.70,,,,273.70
,,,,,,,6600 Health Insurance,Check,,03/11/2019,,1279,,Altus Insurance Co,,GL,,,,,,1200 · Checking BOA 6959 MG,,999.18,,,,"1,272.88"
,,,,,,,6600 Health Insurance,Check,,04/09/2019,,,,IPFS Corporation,,69          CCD ID: 2231659615,,,,,,1010 · Chase 9063 -720,,311.91,,,,"1,584.79"
,,,,,,,6600 Health Insurance,Check,,05/07/2019,,,,IPFS Corporation,,69          CCD ID: 2231659615,,,,,,1010 · Chase 9063 -720,,311.91,,,,"1,896.70"
,,,,,,,6600 Health Insurance,Check,,05/15/2019,,,,Met Life,,2 RI         05/14,,,,,,1010 · Chase 9063 -720,,168.15,,,,"2,064.85"
,,,,,,,6600 Health Insurance,Check,,06/06/2019,,,,IPFS Corporation,,WC,,,,,,1010 · Chase 9063 -720,,311.91,,,,"2,376.76"
,,,,,,,6600 Health Insurance,Check,,07/09/2019,,,,IPFS Corporation,,69          CCD ID: 2231659615,,,,,,1010 · Chase 9063 -720,,311.91,,,,"2,688.67"
,,,,,,,6600 Health Insurance,Check,,08/22/2019,,,,IPFS Corporation,,69          CCD ID: 2231659615,,,,,,1010 · Chase 9063 -720,,327.51,,,,"3,016.18"
,,,,,,,6600 Health Insurance,Check,,09/13/2019,,,,IPFS Corporation,,69          CCD ID: 2231659615,,,,,,1010 · Chase 9063 -720,,311.91,,,,"3,328.09"
,,,,,,,6600 Health Insurance,Check,,10/15/2019,,,,IPFS Corporation,,69          CCD ID: 2231659615,,,,,,1010 · Chase 9063 -720,,311.91,,,,"3,640.00"
,,,,,,,6600 Health Insurance,Check,,11/13/2019,,,,IPFS Corporation,,69          CCD ID: 2231659615,,,,,,1010 · Chase 9063 -720,,311.91,,,,"3,951.91"
,,,,,,,6600 Health Insurance,Check,,12/13/2019,,,,IPFS Corporation,,69          CCD ID: 2231659615,,,,,,1010 · Chase 9063 -720,,311.91,,,,"4,263.82"
,,,,,,,6600 Health Insurance,Check,,01/02/2020,,,,GEICO,,0051513IDDG TEL ID: 6530075853,,,,,,1010 · Chase 9063 -720,,291.35,,,,"4,555.17"
,,,,,,,6600 Health Insurance,Check,,01/14/2020,,,,IPFS Corporation,,69          CCD ID: 2231659615,,,,,,1010 · Chase 9063 -720,,311.91,,,,"4,867.08"
,,,,,,,6600 Health Insurance,Check,,01/30/2020,,,,GEICO,,0051513IDDG TEL ID: 6530075853,,,,,,1010 · Chase 9063 -720,,292.21,,,,"5,159.29"
,,,,,,,6600 Health Insurance,Check,,03/02/2020,,,,GEICO,,0051513IDDG TEL ID: 6530075853,,,,,,1010 · Chase 9063 -720,,292.21,,,,"5,451.50"
,,,,,,,6600 Health Insurance,Check,,03/26/2020,,,,NCCI WRKS,,00 FL        03/26,,,,,,1010 · Chase 9063 -720,,"2,426.00",,,,"7,877.50"
,,,,,,,6600 Health Insurance,Check,,04/01/2020,,,,GEICO,,0051513IDDG TEL ID: 6530075853,,,,,,1010 · Chase 9063 -720,,292.21,,,,"8,169.71"
,,,,,,,6600 Health Insurance,Check,,04/06/2020,,,,NCCI WRKS,,00 FL        04/04,,,,,,1010 · Chase 9063 -720,,722.00,,,,"8,891.71"
,,,,,,,6600 Health Insurance,Check,,04/14/2020,,,,USI Insurance,,GL,,,,,,1010 · Chase 9063 -720,,"4,018.20",,,,"12,909.91"
,,,,,,,6600 Health Insurance,Check,,04/30/2020,,,,GEICO,,,,,,,,1010 · Chase 9063 -720,,718.97,,,,"13,628.88"
,,,,,,,6600 Health Insurance,Check,,06/01/2020,,,,GEICO,,ORIG ID:6530075853 DESC DATE:200,,,,,,1010 · Chase 9063 -720,,718.97,,,,"14,347.85"
,,,,,,,6600 Health Insurance,Check,,07/01/2020,,,,GEICO,,ORIG ID:6530075853 DESC DATE:200,,,,,,1010 · Chase 9063 -720,,718.97,,,,"15,066.82"
,,,,,,,6600 Health Insurance,Check,,07/30/2020,,,,GEICO,,ORIG ID:6530075853 DESC DATE:200,,,,,,1010 · Chase 9063 -720,,718.90,,,,"15,785.72"
,,,,,,,6600 Health Insurance,Check,,09/23/2020,,,,GEICO,,ORIG ID:5530075853 DESC DATE:200,,,,,,1010 · Chase 9063 -720,,188.00,,,,"15,973.72"
,,,,Total 7000 · Insurance,,,,,,,,,,,,,,,,,,,,"15,973.72",,0.00,,"15,973.72"
