,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,7700 · Interest Expense,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,7700 Interest Expense,Credit Card Charge,,01/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,272.54",,,,"1,272.54"
,,,,,,,7700 Interest Expense,General Journal,,02/21/2019,,5,,,,VOID:,,,,Ö,,1420 · Capital One,,0.00,,,,"1,272.54"
,,,,,,,7700 Interest Expense,Credit Card Charge,,02/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,284.71",,,,"2,557.25"
,,,,,,,7700 Interest Expense,Credit Card Charge,,03/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,167.47",,,,"3,724.72"
,,,,,,,7700 Interest Expense,Credit Card Charge,,04/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,282.31",,,,"5,007.03"
,,,,,,,7700 Interest Expense,Credit Card Charge,,05/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,229.55",,,,"6,236.58"
,,,,,,,7700 Interest Expense,Credit Card Charge,,06/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,262.15",,,,"7,498.73"
,,,,,,,7700 Interest Expense,Credit Card Charge,,07/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,232.70",,,,"8,731.43"
,,,,,,,7700 Interest Expense,Credit Card Charge,,08/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,262.99",,,,"9,994.42"
,,,,,,,7700 Interest Expense,Credit Card Charge,,09/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,251.63",,,,"11,246.05"
,,,,,,,7700 Interest Expense,Credit Card Charge,,10/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,159.84",,,,"12,405.89"
,,,,,,,7700 Interest Expense,Credit Card Charge,,11/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,192.39",,,,"13,598.28"
,,,,,,,7700 Interest Expense,Credit Card Charge,,12/21/2019,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,219.69",,,,"14,817.97"
,,,,,,,7700 Interest Expense,General Journal,,12/31/2019,,sc,,,,adjust to principal balance per stmts,,,,,,2560 · N/P Sheffield Financial,,578.70,,,,"15,396.67"
,,,,,,,7700 Interest Expense,Credit Card Charge,,01/21/2020,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,227.41",,,,"16,624.08"
,,,,,,,7700 Interest Expense,Credit Card Charge,,02/21/2020,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,215.21",,,,"17,839.29"
,,,,,,,7700 Interest Expense,Credit Card Charge,,03/21/2020,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,124.63",,,,"18,963.92"
,,,,,,,7700 Interest Expense,Credit Card Charge,,04/21/2020,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,066.05",,,,"20,029.97"
,,,,,,,7700 Interest Expense,Credit Card Charge,,05/21/2020,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,020.51",,,,"21,050.48"
,,,,,,,7700 Interest Expense,Credit Card Charge,,06/21/2020,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,043.81",,,,"22,094.29"
,,,,,,,7700 Interest Expense,Credit Card Charge,,07/21/2020,,,,,,Service Charge,,,,,,1420 · Capital One,,999.98,,,,"23,094.27"
,,,,,,,7700 Interest Expense,Credit Card Charge,,08/21/2020,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,024.44",,,,"24,118.71"
,,,,,,,7700 Interest Expense,Credit Card Charge,,08/25/2020,,,,,,Service Charge,,,,,,1430 · Chase CC 1410,,183.72,,,,"24,302.43"
,,,,,,,7700 Interest Expense,Credit Card Charge,,09/21/2020,,,,,,Service Charge,,,,,,1420 · Capital One,,"1,015.21",,,,"25,317.64"
,,,,,,,7700 Interest Expense,Credit Card Charge,,09/25/2020,,,,,,Service Charge,,,,,,1430 · Chase CC 1410,,196.12,,,,"25,513.76"
,,,,Total 7700 · Interest Expense,,,,,,,,,,,,,,,,,,,,"25,513.76",,0.00,,"25,513.76"
