,,,,,,,Account,Type,,Date,,Num,,Name,,Memo,,Class,,Clr,,Split,,Debit,,Credit,,Balance
,,,,7020 · Internet & Computer,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,7020 Internet & Computer,Check,,01/02/2019,,,,AVG TECHNOLOGIES,,,,,,,,1200 · Checking BOA 6959 MG,,69.99,,,,69.99
,,,,,,,7020 Internet & Computer,Check,,01/14/2019,,,,ACtive Collab,,,,,,,,1200 · Checking BOA 6959 MG,,49.00,,,,118.99
,,,,,,,7020 Internet & Computer,Check,,02/14/2019,,,,ACtive Collab,,,,,,,,1200 · Checking BOA 6959 MG,,49.00,,,,167.99
,,,,,,,7020 Internet & Computer,Credit Card Charge,,08/26/2019,,,,Best Buy,,,,,,,,1430 · Chase CC 1410,,32.47,,,,200.46
,,,,,,,7020 Internet & Computer,Credit Card Charge,,09/27/2019,,,,AVG TECHNOLOGIES,,,,,,,,1430 · Chase CC 1410,,41.88,,,,242.34
,,,,,,,7020 Internet & Computer,Credit Card Charge,,09/29/2019,,,,AVG TECHNOLOGIES,,,,,,,,1430 · Chase CC 1410,,39.99,,,,282.33
,,,,,,,7020 Internet & Computer,Credit Card Charge,,09/29/2019,,,,AVG TECHNOLOGIES,,,,,,,,1430 · Chase CC 1410,,47.76,,,,330.09
,,,,,,,7020 Internet & Computer,Check,,04/08/2020,,,,Risa Tech,,05/06,,,,,,1010 · Chase 9063 -720,,566.67,,,,896.76
,,,,,,,7020 Internet & Computer,Check,,04/21/2020,,,,OTHER WORLD COMPUTER,,,,,,,,1010 · Chase 9063 -720,,162.53,,,,"1,059.29"
,,,,,,,7020 Internet & Computer,Check,,05/08/2020,,,,Risa Tech,,,,,,,,1010 · Chase 9063 -720,,566.67,,,,"1,625.96"
,,,,,,,7020 Internet & Computer,Check,,05/27/2020,,,,INTUIT,,CA           05/27,,,,,,1010 · Chase 9063 -720,,80.10,,,,"1,706.06"
,,,,,,,7020 Internet & Computer,Check,,05/27/2020,,,,INTUIT,,CA           05/27,,,,,,1010 · Chase 9063 -720,,46.12,,,,"1,752.18"
,,,,,,,7020 Internet & Computer,Check,,06/08/2020,,,,INTUIT,,CA           06/08,,,,,,1010 · Chase 9063 -720,,300.98,,,,"2,053.16"
,,,,,,,7020 Internet & Computer,Check,,06/08/2020,,,,Risa Tech,,06/05,,,,,,1010 · Chase 9063 -720,,566.66,,,,"2,619.82"
,,,,,,,7020 Internet & Computer,Check,,06/12/2020,,,,Trainual.com,,06/11,,,,,,1010 · Chase 9063 -720,,990.00,,,,"3,609.82"
,,,,,,,7020 Internet & Computer,Check,,06/25/2020,,,,ODOO Inc,,06/24,,,,,,1010 · Chase 9063 -720,,511.00,,,,"4,120.82"
,,,,,,,7020 Internet & Computer,Credit Card Charge,,06/26/2020,,,,OTHER WORLD COMPUTER,,,,,,,,1430 · Chase CC 1410,,111.49,,,,"4,232.31"
,,,,,,,7020 Internet & Computer,Check,,06/29/2020,,,,ODOO Inc,,06/26,,,,,,1010 · Chase 9063 -720,,"2,925.00",,,,"7,157.31"
,,,,,,,7020 Internet & Computer,Check,,07/08/2020,,,,INTUIT,,CA           07/08,,,,,,1010 · Chase 9063 -720,,300.98,,,,"7,458.29"
,,,,,,,7020 Internet & Computer,Credit Card Charge,,07/17/2020,,,,OFFICE DEPOT,,,,,,,,1430 · Chase CC 1410,,132.89,,,,"7,591.18"
,,,,,,,7020 Internet & Computer,Credit Card Charge,,07/17/2020,,,,Best Buy,,,,,,,,1430 · Chase CC 1410,,192.77,,,,"7,783.95"
,,,,,,,7020 Internet & Computer,Check,,07/27/2020,,,,ODOO Inc,,07/24,,,,,,1010 · Chase 9063 -720,,526.00,,,,"8,309.95"
,,,,,,,7020 Internet & Computer,Check,,08/10/2020,,,,INTUIT,,CA           08/08,,,,,,1010 · Chase 9063 -720,,300.98,,,,"8,610.93"
,,,,,,,7020 Internet & Computer,Check,,08/25/2020,,,,ODOO Inc,,08/24,,,,,,1010 · Chase 9063 -720,,526.00,,,,"9,136.93"
,,,,,,,7020 Internet & Computer,Credit Card Charge,,09/01/2020,,,,Best Buy,,,,,,,,1430 · Chase CC 1410,,250.00,,,,"9,386.93"
,,,,,,,7020 Internet & Computer,Check,,09/08/2020,,,,INTUIT,,CA           09/08,,,,,,1010 · Chase 9063 -720,,300.98,,,,"9,687.91"
,,,,,,,7020 Internet & Computer,Credit Card Charge,,09/13/2020,,,,AVG TECHNOLOGIES,,,,,,,,1430 · Chase CC 1410,,89.99,,,,"9,777.90"
,,,,,,,7020 Internet & Computer,Credit Card Charge,,09/13/2020,,,,AVG TECHNOLOGIES,,,,,,,,1430 · Chase CC 1410,,49.99,,,,"9,827.89"
,,,,,,,7020 Internet & Computer,Check,,09/22/2020,,,,Edward Rawlings,,ORIG ID:770510487C DESC DATE:,,,,,,1010 · Chase 9063 -720,,245.00,,,,"10,072.89"
,,,,,,,7020 Internet & Computer,Check,,09/25/2020,,,,ODOO Inc,,09/24,,,,,,1010 · Chase 9063 -720,,571.00,,,,"10,643.89"
,,,,Total 7020 · Internet & Computer,,,,,,,,,,,,,,,,,,,,"10,643.89",,0.00,,"10,643.89"
